sex,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,occupation_type,career_start,career_end,result,age,num_langs
male,1,1.0,42.0,2018.0,Full-time,1.0,Undergraduate applicant,Українська;Русский;Deutsch;English,6,6,work,2016,False,0,34.0,4
male,0,1.0,178.0,0.0,Full-time,6.0,Alumnus (Specialist),Українська;English,0,2,university,2020,False,0,34.0,2
female,1,1.0,105.0,2011.0,Full-time,0.0,Alumnus (Specialist),Українська;English;Հայերեն;Français,0,0,university,2019,2021,1,37.0,4
male,0,1.0,110.0,2016.0,Full-time,0.0,Student (Bachelor's),Українська,0,0,university,False,False,0,31.0,1
male,0,1.0,116.0,2011.0,Full-time,0.0,Student (Master's),Українська,False,False,work,2007,False,0,36.0,1
male,1,1.0,152.0,2016.0,Full-time,4.0,Student (Specialist),Українська;English;Адыгэбзэ,6,1,university,False,False,0,37.0,3
female,1,1.0,183.0,0.0,Full-time,0.0,Alumnus (Specialist),False,0,2,university,2007,2017,1,37.0,1
female,1,1.0,743.0,2011.0,Full-time,0.0,Alumnus (Bachelor's),False,0,0,university,False,False,1,35.0,1
male,1,1.0,80.0,2014.0,Full-time,8.0,Student (Bachelor's),Українська;English;Русский;Polski;한국어,1,6,university,False,False,0,37.0,5
female,0,1.0,831.0,2014.0,,0.0,Alumnus (Specialist),Українська,0,0,work,2010,False,1,37.0,1
female,1,1.0,465.0,2003.0,Full-time,0.0,Alumnus (Master's),Українська,False,False,work,2012,False,1,37.0,1
male,1,1.0,46.0,2009.0,Full-time,4.0,Alumnus (Master's),Українська,0,0,work,2010,False,1,37.0,1
female,0,1.0,234.0,2015.0,Full-time,0.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,1,31.0,1
male,1,1.0,223.0,2012.0,,2.0,Student (Specialist),False,False,False,university,False,False,0,37.0,1
male,1,1.0,1530.0,2010.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English,0,0,work,2005,2016,1,37.0,2
female,1,1.0,157.0,2001.0,,0.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
female,0,1.0,275.0,2014.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,220.0,2012.0,Full-time,4.0,Student (Specialist),Українська,1,2,work,2013,False,0,36.0,1
male,1,1.0,164.0,2014.0,Full-time,4.0,Student (Specialist),Українська,False,False,university,False,False,0,37.0,1
male,0,1.0,946.0,2016.0,Full-time,4.0,Student (Bachelor's),Українська,0,0,university,False,False,0,32.0,1
male,0,1.0,76.0,2011.0,,1.0,Alumnus (Master's),Українська,0,0,university,False,False,1,37.0,1
female,1,1.0,108.0,2009.0,Full-time,1.0,Alumnus (Specialist),False,False,False,university,2008,False,1,39.0,1
female,1,1.0,236.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська;English,0,0,university,False,False,1,37.0,2
male,0,1.0,121.0,2007.0,Full-time,4.0,Alumnus (Master's),Українська,False,False,work,2004,False,1,37.0,1
female,0,1.0,238.0,2017.0,,0.0,Student (Master's),Українська;English;Deutsch;汉语,6,1,university,False,False,1,33.0,4
male,1,1.0,43.0,2015.0,Full-time,4.0,Student (Master's),Українська,False,False,university,False,False,0,35.0,1
female,0,1.0,552.0,2009.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,0,work,2009,False,1,39.0,1
female,0,1.0,524.0,2011.0,Part-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,38.0,1
female,0,1.0,703.0,2015.0,,0.0,Alumnus (Specialist),Українська;Русский,6,2,university,False,False,1,32.0,2
male,0,1.0,558.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,6,1,work,2000,False,1,42.0,1
male,0,1.0,424.0,2014.0,Distance Learning,6.0,Student (Specialist),Українська,6,2,university,2012,2017,0,35.0,1
male,0,1.0,243.0,2009.0,Distance Learning,1.0,Alumnus (Specialist),Українська;English,4,2,university,False,False,0,34.0,2
male,0,1.0,574.0,0.0,Full-time,7.0,Student (Bachelor's),False,1,2,university,1995,2009,0,30.0,1
female,0,1.0,1021.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська;English;Italiano,1,2,university,2012,2014,1,36.0,3
female,0,1.0,537.0,2008.0,Full-time,0.0,Alumnus (Master's),Українська,5,2,work,2004,False,1,46.0,1
male,0,1.0,112.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,653.0,2018.0,Full-time,0.0,Student (Master's),Українська,5,1,university,False,False,1,37.0,1
male,0,0.0,34.0,0.0,Distance Learning,0.0,Student (Specialist),Українська,False,False,university,False,False,1,43.0,1
male,0,1.0,336.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,work,2007,False,0,38.0,1
male,1,1.0,114.0,0.0,Full-time,1.0,Student (Specialist),Українська,0,0,university,False,False,0,35.0,1
male,0,1.0,47.0,2010.0,Full-time,7.0,Alumnus (Bachelor's),Українська;English;Русский,0,0,university,False,False,0,37.0,3
female,1,1.0,175.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
female,1,1.0,1014.0,0.0,Full-time,5.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,88.0,0.0,,0.0,Alumnus (Specialist),Українська;Русский;English,False,False,university,False,False,0,39.0,3
male,1,1.0,18087.0,2012.0,Full-time,1.0,Student (Specialist),Українська,0,0,work,2012,False,1,37.0,1
male,0,1.0,83.0,2009.0,Full-time,4.0,Alumnus (Master's),False,0,0,university,False,False,0,37.0,1
male,0,1.0,174.0,0.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,1,1.0,485.0,2018.0,Full-time,4.0,Student (Specialist),Українська,1,2,university,False,False,1,33.0,1
female,1,1.0,159.0,2017.0,Full-time,4.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,986.0,2008.0,Full-time,1.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
female,0,1.0,286.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,0,0,university,False,False,1,38.0,1
male,0,1.0,58.0,2004.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,0,47.0,1
female,0,1.0,211.0,2011.0,Full-time,4.0,Student (Specialist),Українська,False,False,university,False,False,1,37.0,1
female,1,1.0,4565.0,0.0,Full-time,0.0,Candidate of Sciences,False,0,0,university,False,False,1,37.0,1
male,1,1.0,3356.0,2009.0,Full-time,4.0,Student (Bachelor's),Українська,7,2,work,2010,False,0,37.0,1
female,0,1.0,338.0,2012.0,Full-time,0.0,Student (Specialist),Українська,False,False,university,False,False,1,35.0,1
male,1,1.0,479.0,2014.0,Full-time,3.0,PhD,Українська,1,6,work,False,False,0,33.0,1
male,0,1.0,1409.0,2019.0,Full-time,0.0,Alumnus (Specialist),Українська;English,0,0,university,False,False,1,30.0,2
female,1,1.0,379.0,2017.0,Full-time,0.0,Student (Specialist),Українська;English;Lingua Latina;Deutsch,0,0,university,False,False,1,37.0,4
male,1,1.0,131.0,2011.0,,1.0,Student (Master's),Українська,1,5,work,2007,False,0,37.0,1
male,1,1.0,25.0,2005.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,work,2007,False,0,37.0,1
female,0,1.0,422.0,0.0,Full-time,0.0,Student (Bachelor's),Українська;Български,0,0,university,False,False,1,27.0,2
female,1,1.0,231.0,2016.0,Part-time,4.0,Alumnus (Bachelor's),False,0,0,work,2016,False,1,37.0,1
male,1,1.0,87.0,0.0,,0.0,Alumnus (Specialist),Українська,False,False,work,False,False,0,37.0,1
male,1,1.0,103.0,0.0,Full-time,0.0,Student (Specialist),False,False,False,university,False,False,0,37.0,1
female,0,1.0,384.0,2009.0,Full-time,4.0,Alumnus (Specialist),False,0,0,work,2018,False,1,37.0,1
male,0,1.0,18.0,0.0,Distance Learning,4.0,Student (Bachelor's),False,0,0,university,False,False,0,37.0,1
male,0,1.0,268.0,0.0,Part-time,7.0,Student (Bachelor's),Українська,0,0,university,False,False,0,37.0,1
female,1,1.0,230.0,2017.0,Full-time,4.0,Student (Bachelor's),Українська;English,1,2,work,False,False,1,30.0,2
male,0,1.0,97.0,2012.0,Full-time,1.0,Student (Specialist),Українська,False,False,university,False,False,1,38.0,1
male,0,1.0,171.0,0.0,Part-time,0.0,Student (Bachelor's),Українська;English;汉语,False,False,work,False,False,1,37.0,3
male,0,1.0,243.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,4,1,university,False,False,1,37.0,1
female,0,1.0,637.0,0.0,,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,38.0,1993.0,Part-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
female,0,1.0,273.0,2013.0,Part-time,0.0,Student (Specialist),Українська,False,False,university,False,False,0,37.0,1
female,0,1.0,1287.0,0.0,Full-time,0.0,Alumnus (Master's),Українська;English;Русский;Български;Español,7,6,university,False,False,1,37.0,5
female,1,1.0,238.0,2012.0,,4.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
male,1,1.0,53.0,2014.0,Full-time,6.0,Alumnus (Bachelor's),Українська;Русский,1,2,university,2014,False,0,37.0,2
male,0,1.0,106.0,2009.0,Distance Learning,4.0,Undergraduate applicant,Українська,0,0,university,False,False,0,38.0,1
female,1,1.0,210.0,2012.0,Full-time,4.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
female,1,1.0,138.0,2015.0,Full-time,0.0,Student (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
male,1,1.0,180.0,2013.0,Full-time,0.0,Undergraduate applicant,Українська,1,2,work,2000,False,0,34.0,1
female,0,1.0,155.0,0.0,Distance Learning,7.0,PhD,False,1,2,work,2009,False,0,37.0,1
male,0,1.0,153.0,2017.0,Full-time,1.0,Student (Specialist),Українська,False,False,university,2012,2013,0,34.0,1
female,1,1.0,412.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),Українська;English,1,6,university,False,False,1,33.0,2
male,0,1.0,204.0,2011.0,Full-time,4.0,Student (Bachelor's),Українська,1,2,university,False,False,0,35.0,1
male,0,1.0,51.0,2008.0,Full-time,1.0,Alumnus (Specialist),False,0,0,work,2009,False,1,41.0,1
male,0,1.0,94.0,2010.0,Full-time,0.0,Student (Specialist),Українська;Mande,5,0,university,False,False,0,37.0,2
male,1,1.0,128.0,2007.0,Full-time,0.0,Alumnus (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
female,0,1.0,166.0,2015.0,Full-time,0.0,Student (Specialist),Українська,0,2,university,False,False,1,33.0,1
male,1,1.0,80.0,0.0,Full-time,0.0,Student (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
male,0,1.0,573.0,2010.0,Full-time,1.0,Student (Specialist),Українська,6,5,work,2011,False,0,36.0,1
male,0,1.0,79.0,2013.0,Full-time,4.0,Student (Specialist),Українська,1,6,work,2020,False,0,38.0,1
male,1,1.0,209.0,2013.0,Full-time,0.0,Alumnus (Specialist),Українська;English;Русский,3,6,university,False,False,0,37.0,3
male,0,1.0,132.0,2011.0,Distance Learning,0.0,Alumnus (Specialist),False,False,False,university,False,False,0,37.0,1
male,1,1.0,237.0,2016.0,Full-time,0.0,Alumnus (Master's),Українська,6,2,university,False,False,1,33.0,1
male,0,1.0,66.0,2001.0,Full-time,4.0,Student (Bachelor's),Українська;Italiano;Українська,False,False,university,False,False,0,37.0,3
male,1,1.0,2172.0,0.0,Distance Learning,7.0,Alumnus (Specialist),Українська;English,1,2,university,False,False,0,35.0,2
male,0,1.0,228.0,2012.0,Full-time,0.0,Student (Bachelor's),Українська,5,2,university,False,False,1,37.0,1
male,1,1.0,38.0,0.0,,4.0,Alumnus (Specialist),False,0,0,university,False,False,0,39.0,1
male,0,1.0,274.0,2022.0,Full-time,4.0,Candidate of Sciences,False,1,2,university,False,False,1,38.0,1
male,1,1.0,99.0,2014.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,work,2014,False,0,34.0,1
female,1,1.0,395.0,2002.0,Distance Learning,4.0,Alumnus (Specialist),Українська,1,2,work,1999,False,1,58.0,1
male,0,1.0,147.0,2005.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,39.0,1
female,0,1.0,204.0,2017.0,Full-time,0.0,Student (Bachelor's),English;Українська;Italiano;Српски,6,6,university,False,False,1,37.0,4
female,0,1.0,481.0,2013.0,,0.0,Alumnus (Specialist),Українська,0,0,university,2014,2017,1,37.0,1
male,1,1.0,36.0,2004.0,,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,65.0,2007.0,Full-time,0.0,Alumnus (Specialist),Українська,6,1,university,False,False,0,37.0,1
female,1,1.0,658.0,2007.0,Full-time,4.0,Alumnus (Bachelor's),Українська,2,1,work,False,False,0,40.0,1
male,1,1.0,130.0,2007.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,53.0,1
female,0,1.0,337.0,2020.0,Full-time,7.0,Alumnus (Bachelor's),Українська;Deutsch,0,0,university,False,False,1,27.0,2
male,0,1.0,311.0,2014.0,Distance Learning,0.0,Student (Specialist),False,0,6,university,False,False,0,37.0,1
male,0,1.0,162.0,1986.0,Full-time,0.0,Alumnus (Specialist),Українська,6,2,university,False,False,1,62.0,1
male,1,1.0,206.0,2016.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,6,work,2007,False,0,37.0,1
male,0,1.0,110.0,2004.0,Full-time,0.0,Alumnus (Specialist),False,0,0,work,False,False,1,37.0,1
female,1,1.0,543.0,0.0,Full-time,1.0,Student (Bachelor's),Українська;Հայերեն;English,6,2,university,False,False,1,30.0,3
male,0,1.0,258.0,0.0,Full-time,4.0,Student (Specialist),False,0,0,,False,False,0,36.0,1
male,0,1.0,70.0,2005.0,Full-time,1.0,Alumnus (Specialist),Українська,5,6,work,2005,False,0,37.0,1
male,0,1.0,33.0,2008.0,Full-time,4.0,Alumnus (Bachelor's),False,False,False,university,False,False,0,39.0,1
female,1,1.0,1079.0,2014.0,Full-time,0.0,Alumnus (Specialist),False,0,6,university,False,False,0,33.0,1
male,0,1.0,110.0,2010.0,Full-time,1.0,Student (Specialist),Українська,False,False,university,False,False,0,37.0,1
male,0,1.0,209.0,0.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,461.0,2015.0,Full-time,6.0,Student (Specialist),Українська,7,6,work,2013,False,1,34.0,1
male,1,1.0,103.0,2007.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,41.0,1
male,1,1.0,10.0,1989.0,Full-time,1.0,Student (Specialist),Українська,False,False,university,2005,1986,0,36.0,1
male,0,1.0,350.0,2011.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,0,work,2006,False,1,37.0,1
male,0,1.0,791.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,work,False,False,1,40.0,1
female,0,1.0,288.0,1998.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,work,2012,False,1,55.0,1
female,1,1.0,371.0,2017.0,,0.0,Alumnus (Bachelor's),False,False,False,work,False,False,1,37.0,1
female,0,1.0,270.0,2013.0,Full-time,0.0,Student (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,1,1.0,448.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,False,2,university,2007,2011,1,38.0,1
male,1,1.0,97.0,2012.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,6,university,False,False,0,37.0,1
male,1,1.0,134.0,2014.0,Full-time,0.0,Student (Specialist),Українська;Русский;Беларуская (тарашкевiца);English,0,0,university,False,False,1,32.0,4
female,0,1.0,739.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,1,39.0,1
male,1,1.0,127.0,2012.0,Distance Learning,4.0,Alumnus (Specialist),Українська,6,6,work,2004,False,1,37.0,1
male,1,1.0,84.0,2016.0,Full-time,0.0,Student (Specialist),Українська,6,6,university,False,False,0,37.0,1
male,1,1.0,256.0,0.0,Distance Learning,4.0,Student (Bachelor's),Українська;English,0,0,work,2007,False,0,39.0,2
female,1,1.0,614.0,0.0,Distance Learning,1.0,Student (Bachelor's),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,38.0,2004.0,Full-time,4.0,Alumnus (Specialist),Українська,5,6,work,2007,False,0,43.0,1
male,1,1.0,127.0,2000.0,Full-time,2.0,Alumnus (Specialist),False,False,False,university,False,False,0,37.0,1
female,1,1.0,183.0,2015.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
male,0,1.0,119.0,0.0,Distance Learning,4.0,Student (Specialist),Українська,False,False,work,2004,False,0,42.0,1
female,0,1.0,213.0,2012.0,Full-time,7.0,Student (Bachelor's),False,6,2,university,False,False,1,34.0,1
female,1,1.0,78.0,0.0,Full-time,0.0,Alumnus (Bachelor's),False,6,0,work,False,False,1,33.0,1
female,0,1.0,564.0,2014.0,,4.0,Alumnus (Master's),False,0,0,university,False,False,1,37.0,1
female,1,1.0,359.0,2011.0,Full-time,4.0,Student (Specialist),False,False,False,university,False,False,1,36.0,1
male,1,1.0,102.0,2014.0,,3.0,Alumnus (Master's),Українська;Русский;English,8,1,university,False,False,1,34.0,3
male,1,1.0,181.0,2010.0,Full-time,1.0,Alumnus (Master's),False,False,False,university,False,False,0,37.0,1
male,1,1.0,143.0,2015.0,Full-time,0.0,Alumnus (Specialist),Українська;Русский;English,6,2,university,2012,False,1,37.0,3
female,1,1.0,847.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,1,1.0,137.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,39.0,1
male,1,1.0,60.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Українська,False,False,university,False,False,0,31.0,1
